,Case Number,Date,Year,Month,Hour,Place,Area,Location,Activity,Sex,Fatal
239,2015.01.03,2015.01.03,2015,01,08:00,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,M,0
240,2015.01.01,2015.01.01,2015,01,Unknown,USA,Florida,"Windsor Beach, Indian River County",Others,M,0
241,2014.12.29.b,2014.12.29,2014,12,Unknown,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,,0
242,2014.12.29.a,2014.12.29,2014,12,Unknown,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,Fishing,M,1
243,2014.12.28.d,2014.12.28,2014,12,Unknown,GREECE,,33 nautical miles off Othonoi Island,Others,,0
244,2014.12.28.c,2014.12.28,2014,12,Unknown,SOUTH AFRICA,KwaZulu-Natal,Durban,Swimming,,0
245,2014.12.28.b,2014.12.28,2014,12,11:30,USA,California,"Montaña de Oro State Park, San Luis Obispo County",Surfing,M,0
246,2014.12.28.a,2014.12.28,2014,12,Unknown,AUSTRALIA,Victoria,Paradise Beach,Fishing,M,0
247,2014.12.23.R,2014.12.23,2014,12,Unknown,JAPAN,,,Diving,M,0
248,2014.12.15,2014.12.15,2014,12,11:30,AUSTRALIA,Queensland,Rudder Reef,Fishing,M,1
249,2014.12.03.R,2014.12.03,2014,12,07:00,SPAIN,Granada,Off Motril,Fishing,M,0
250,2014.11.29,2014.11.29,2014,11,Unknown,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,M,0
251,2014.11.20,2014.11.20,2014,11,Unknown,MAURITIUS,Cargados Carajos Shoals (St. Brandon),,Fishing,M,1
252,2014.11.19,2014.11.19,2014,11,Unknown,AUSTRALIA,Western Australia,Freo,Fishing,M,0
253,2014.11.16,2014.11.16,2014,11,13:00,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,M,0
254,2014.11.17,2014.11.17,2014,11,Unknown,USA,California,"Franklin Point, San Mateo County",Others,,0
255,2014.11.13,2014.11.13,2014,11,13:30,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Others,M,0
256,2014.11.10,2014.11.10,2014,11,06:30,AUSTRALIA,New South Wales,Moonee Beach,Surfing,M,0
257,2014.11.08,2014.11.08,2014,11,16:30,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,0
258,2014.10.31,2014.10.31,2014,10,11:00,USA,Hawaii,"North Kohala, Hawaii County",Surfing,F,0
259,2014.10.30,2014.10.30,2014,10,18:00,AUSTRALIA,New South Wales,Wallabi Point,Surfing,M,0
260,2014.10.22,2014.10.22,2014,10,10:00,USA,Hawaii,"Kihei, Maui",Others,F,0
261,2014.10.20,2014.10.20,2014,10,08:00,USA,Hawaii,"Kahului, Maui",Others,M,0
262,2014.10.19,2014.10.19,2014,10,Unknown,USA,California,"Leadbetter Beach, Santa Barbara County",Others,F,0
263,2014.10.18,2014.10.18,2014,10,11:15,USA,Hawaii,"Maalaea, South Maui",Surfing,M,0
264,2014.10.17,2014.10.17,2014,10,06:30,AUSTRALIA,New South Wales,Avoca Beach,Surfing,F,0
265,2014.10.14,2014.10.14,2014,10,Unknown,USA,South Carolina,"Hilton Head Island, Beaufort County",Others,F,0
266,2014.10.12,2014.10.12,2014,10,15:30,USA,Florida,"Melbourne Beach, Brevard County",Surfing,F,0
267,2014.10.07,2014.10.07,2014,10,Unknown,USA,Florida,"Cherie Down Park, Brevard County",Fishing,F,0
268,2014.10.11,2014.10.11,2014,10,17:20,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough",Others,M,0
269,2014.10.05.b,2014.10.05,2014,10,11:30,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,0
270,2014.10.05.a,2014.10.05,2014,10,11:00,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,0
271,2014.10.03.b,2014.10.03,2014,10,14:00,USA,California,Santa Barbara County,Others,M,0
272,2014.10.03.a,2014.10.03,2014,10,11:30,USA,California,Santa Barbara County,Others,M,0
273,2014.10.02.b,2014.10.02,2014,10,17:30,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,M,0
274,2014.10.02.a,2014.10.02,2014,10,11:00,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",Surfing,M,0
275,2014.09.21,2014.09.21,2014,09,11:30,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,0
276,2014.09.13.R,2014.09.13,2014,09,Unknown,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Others,F,0
277,2014.09.13,2014.09.13,2014,09,18:45,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,M,0
278,2014.09.09,2014.09.09,2014,09,10:45,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",Swimming,M,1
279,2014.09.06,2014.09.06,2014,09,13:00,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing,M,0
280,2014.09.03,2014.09.03,2014,09,18:00,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Others,F,0
281,2014.09.02,2014.09.02,2014,09,20:00,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,M,0
282,2014.09.00,2014.09.00,2014,09,Unknown,SPAIN,Catalonia,Salou,Others,M,0
283,2014.08.31,2014.08.31,2014,08,16:40,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,0
284,2014.08.29.b,2014.08.29,2014,08,Unknown,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,0
285,2014.08.29.a,2014.08.29,2014,08,16:18,USA,Florida,"Atlantic Beach, Duval County",Others,,0
286,2014.08.28,2014.08.28,2014,08,Unknown,USA,Maryland,Assateague National Seashore,Fishing,M,0
287,2014.08.27.c,2014.08.27,2014,08,Unknown,SPAIN,Alicante,Benidorm,Swimming,F,0
288,2014.08.27.b,2014.08.27,2014,08,Unknown,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,M,0
289,2014.08.27.a,2014.08.27,2014,08,15:00,USA,South Carolina,"Surfside Beach, Horry  County",Others,F,0
290,2014.08.25,2014.08.25,2014,08,Unknown,USA,Florida,Apalachicola Bay,Fishing,M,0
291,2014.08.24,2014.08.24,2014,08,Unknown,USA,North Carolina,"Off Masonboro Island, New Hanover County",Others,,0
292,2014.08.16,2014.08.16,2014,08,Unknown,AUSTRALIA,Western Australia,Gnaraloo,Fishing,M,0
293,2014.08.12,2014.08.12,2014,08,11:10,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Others,M,0
294,2014.08.10,2014.08.10,2014,08,Unknown,USA,Florida,"Hallandale Beach, Broward County",Others,M,0
295,2014.08.09.R,2014.08.09,2014,08,Unknown,BAHAMAS,,,Fishing,M,0
296,2014.08.09,2014.08.09,2014,08,13:30,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,F,0
297,2014.08.08,2014.08.08,2014,08,Unknown,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,M,0
298,2014.08.06,2014.08.06,2014,08,14:00,USA,South Carolina,"Folly Beach, Charleston County",Others,M,0
299,2014.08.05,2014.08.05,2014,08,Unknown,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,0
300,2014.08.02,2014.08.02,2014,08,Unknown,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,M,0
301,2014.08.02,2014.08.02,2014,08,13:00,USA,Florida,"Table Beach, Brevard County",Others,M,0
302,2014.08.01,2014.08.01,2014,08,14:00,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,M,0
303,2014.08.00,2014.08.00,2014,08,Unknown,,,,Others,M,1
304,2014.07.27,2014.07.27,2014,07,Unknown,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,M,0
305,2014.07.22,2014.07.22,2014,07,15:00,REUNION,Saint-Leu,,Surfing,M,0
306,2014.07.21,2014.07.21,2014,07,Unknown,USA,Florida,"Indialantic, Brevard County",Others,M,0
307,2014.07.20,2014.07.20,2014,07,Unknown,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",Others,,0
308,2014.07.16,2014.07.16,2014,07,17:50,USA,Hawaii,"Paia Bay, Maui",Swimming,M,0
309,2014.07.14,2014.07.14,2014,07,14:30,USA,Florida,Okaloosa Island,Swimming,M,0
310,2014.07.13,2014.07.13,2014,07,Unknown,BAHAMAS,West End,Tiger Beach,Diving,M,1
311,2014.07.12,2014.07.12,2014,07,Unknown,USA,North Carolina,"Masonboro Island, New Hanover County",Surfing,M,0
312,2014.07.09,2014.07.09,2014,07,14:00,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,0
313,2014.07.05.b,2014.07.05,2014,07,09:30,USA,California,"Manhattan Beach, Los Angeles County",Swimming,M,0
314,2014.07.05.a,2014.07.05,2014,07,07:00,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,M,0
315,2014.07.03,2014.07.03,2014,07,18:15,USA,South Carolina,"Isle of Palms, Charleston County",Surfing,M,0
316,2014.06.27.R,2014.06.27,2014,06,Unknown,ST. MARTIN,,20 miles from shore,Others,M,0
317,2014.06.25,2014.06.25,2014,06,13:00,BAHAMAS,Abaco Islands,,Fishing,M,0
318,2014.06.18.b,2014.06.18,2014,06,17:01,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Surfing,M,0
319,2014.06.18.a,2014.06.18,2014,06,17:00,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Others,M,0
320,2014.06.17.R,2014.06.17,2014,06,Unknown,AUSTRALIA,Western Australia,Horizontal Falls,Others,M,0
321,2014.06.09.c,2014.06.09,2014,06,Unknown,BRAZIL,,500 km off the coast of Pernambuco,Fishing,M,0
322,2014.06.09.b,2014.06.09,2014,06,17:00,USA,Delaware,"Cape Henlopen State Park, Sussex County",Others,M,0
323,2014.06.09.a,2014.06.09,2014,06,09:45,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Others,M,0
324,2014.06.08,2014.06.08,2014,06,Unknown,JAPAN,Atsumi peninsula,Aichi,Surfing,M,0
325,2014.06.07,2014.06.07,2014,06,Unknown,USA,Texas,"West Beach, Galveston",Others,F,0
326,2014.06.01.c,2014.06.01,2014,06,13:30,USA,Florida,Fort Lauderdale,Swimming,F,0
327,2014.06.01.b,2014.06.01,2014,06,Unknown,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,0
328,2014.06.01.a,2014.06.01,2014,06,Unknown,USA,Palmyra Atoll,,Others,F,0
329,2014.05.27.R,2014.05.27,2014,05,Unknown,AUSTRALIA,Queensland,Nerang River near Chevron Island,Others,F,0
330,2014.05.23,2014.05.23,2014,05,Unknown,FRANCE,Wallis and Futuna,Wallis Island,Diving,M,0
331,2014.05.22,2014.05.22,2014,05,Unknown,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Others,M,0
332,2015.11.20,2015.11.20,2015,11,10:15,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Others,M,0
333,2014.05.15,2014.05.15,2014,05,11:30,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Others,F,0
334,2014.05.14,2014.05.14,2014,05,09:30,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Surfing,M,0
335,2014.05.13,2014.05.13,2014,05,11:00,USA,Florida,"Jacksonville Beach, Duval County",Others,F,0
336,2014.05.11,2014.05.11,2014,05,Unknown,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,0
337,2014.05.10.R,2014.05.10,2014,05,Unknown,USA,Florida,"Bethel Shoals, Indian River County",Diving,M,0
338,2014.05.06,2014.05.06,2014,05,15:00,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,0
339,2014.05.01,2014.05.01,2014,05,15:00,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,0
340,2014.04.24,2014.04.24,2014,04,Unknown,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Fishing,M,0
341,2014.04.22,2014.04.22,2014,04,15:30,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,0
342,2014.04.15,2014.04.15,2014,04,09:57,USA,Florida,"New Smyrna Beach, Volusia County",Others,M,0
343,2014.04.12.R,2014.04.12,2014,04,Unknown,SOUTH AFRICA,,,Others,,0
344,2014.04.12,2014.04.12,2014,04,Unknown,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,0
345,2014.04.04.b,2014.04.04,2014,04,13:50,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,0
346,2014.04.04.a,2014.04.04,2014,04,13:30,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,0
347,2014.04.03,2014.04.03,2014,04,08:20,AUSTRALIA,New South Wales,Tathra,Swimming,F,1
348,2014.03.29,2014.03.29,2014,03,13:30,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving,M,1
349,2014.03.22.b,2014.03.22,2014,03,15:00,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,M,1
350,2014.03.22.a,2014.03.22,2014,03,Unknown,USA,Florida,Delray Beach,Surfing,M,0
351,2014.03.21,2014.03.21,2014,03,Unknown,USA,Florida,Macarthur State Park,Surfing,M,0
352,2014.03.18.c,2014.03.18,2014,03,17:58,NEW CALEDONIA,Baie de Sainte-Marie,,Surfing,M,0
353,2014.03.18.b,2014.03.18,2014,03,Unknown,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,0
354,2014.03.13,2014.03.13,2014,03,Unknown,CAYMAN ISLANDS,,,Diving,M,0
355,2014.03.18,2014.03.18,2014,03,17:00,AUSTRALIA,New South Wales,Lennox Head,Others,F,0
356,2014.03.12,2014.03.12,2014,03,18:00,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,M,0
357,2014.03.02,2014.03.02,2014,03,Unknown,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,0
358,2014.02.20,2014.02.20,2014,02,16:00,FRENCH POLYNESIA,Society Islands,Huahine,Surfing,M,0
359,2014.02.17,2014.02.17,2014,02,Unknown,PAPUA NEW GUINEA,,,Others,M,0
360,2014.02.08,2014.02.08,2014,02,12:00,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Fishing,M,1
361,2014.02.07.b,2014.02.07,2014,02,Unknown,TRINIDAD & TOBAGO,Trinidad,,Fishing,M,0
362,2014.02.07,2014.02.07,2014,02,20:30,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,0
363,2014.01.26,2014.01.26,2014,01,Unknown,AUSTRALIA,New South Wales,Umina Beach,Fishing,M,0
364,2014.01.25,2014.01.25,2014,01,Unknown,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Fishing,M,0
365,2014.01.04,2014.01.04,2014,01,Unknown,JAPAN,Okinawa Prefecture,Off Miyako Island,Others,M,0
367,2013.12.25,2013.12.25,2013,12,11:00,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",Others,M,0
368,2013.12.16,2013.12.16,2013,12,08:45,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,0
369,2013.12.13,2013.12.13,2013,12,Unknown,KIRIBATI,740 miles SE of Tarawa Atoll,,Fishing,M,0
370,2013.12.11,2013.12.11,2013,12,08:00,USA,Hawaii,"Ninole Bay, Hawaii County",Others,M,0
371,2013.12.10,2013.12.10,2013,12,14:30,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,0
372,2013.12.05,2013.12.05,2013,12,18:15,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,0
373,2013.12.02,2013.12.02,2013,12,09:00,USA,Hawaii,"Between  Makena & Molokini, Maui",Others,M,1
374,2013.11.30,2013.11.30,2013,11,14:00,AUSTRALIA,New South Wales,"Riecks Point,  Campbell’s Beach,",Others,M,1
375,2013.11.29,2013.11.29,2013,11,13:00,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Others,F,0
376,2013.11.23.a,2013.11.23,2013,11,09:00,AUSTRALIA,Western Australia,Gracetown,Surfing,M,1
377,2013.11.22,2013.11.22,2013,11,10:30,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,0
378,2013.11.12,2013.11.12,2013,11,15:00,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,M,0
379,2013.11.10,2013.11.10,2013,11,11:00,BAHAMAS,,Off Cape Eleuthera,Fishing,M,0
380,2013.11.07.b,2013.11.07,2013,11,Unknown,USA,New Jersey,"Bay Head, Ocean County",Others,M,0
381,2013.11.07.a,2013.11.07,2013,11,Unknown,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,0
382,2013.10.31,2013.10.31,2013,10,15:19,USA,Hawaii,"Kanaha Beach, Maui",Others,M,0
383,2013.10.28,2013.10.28,2013,10,Unknown,AUSTRALIA,Western Australia,Turquoise Bay,Others,F,0
384,2013.10.26.b,2013.10.26,2013,10,16:30,REUNION,d’Étang-Salé,Ravine Mula,Others,M,0
385,2013.10.26.a,2013.10.26,2013,10,10:55,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Diving,M,0
386,2013.10.24,2013.10.24,2013,10,18:15,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,0
387,2013.10.23,2013.10.23,2013,10,15:55,USA,Hawaii,"Waiehu, Maui",Diving,M,0
388,2013.10.20,2013.10.20,2013,10,11:00,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,M,0
389,2013.10.19,2013.10.19,2013,10,Unknown,USA,Florida,Miami Beach,Others,M,0
390,2013.10.11,2013.10.11,2013,10,11:30,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming,M,1
391,2013.10.08,2013.10.08,2013,10,10:30,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving,M,0
392,2013.10.05,2013.10.05,2013,10,08:45,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,0
393,2013.10.05,2013.10.05,2013,10,15:30,USA,Florida,"Destin, Okaloosa County",Others,M,0
394,2013.09.29.b,2013.09.29,2013,09,10:00,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,0
395,2013.09.29.a,2013.09.29,2013,09,11:30,ISRAEL,Southern District,Ashdod,Diving,M,0
396,2013.09.25,2013.09.25,2013,09,10:30,USA,Florida,"Panama City, Bay County",Others,M,0
397,2013.09.21.b,2013.09.21,2013,09,13:00,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,0
398,2013.09.21.a,2013.09.21,2013,09,Unknown,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,M,0
399,2013.09.14,2013.09.14,2013,09,15:30,USA,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,M,0
400,2013.09.12,2013.09.12,2013,09,13:00,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,F,0
401,2013.09.08,2013.09.08,2013,09,Unknown,USA,South Carolina,"St. Helena Island, Beaufort County",Others,F,0
402,2013.09.07.b,2013.09.07,2013,09,16:00,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,M,0
403,2013.09.07.a,2013.09.07,2013,09,16:00,USA,Florida,"New Smyrna Beach,  Volusia County",Others,M,0
404,2013.09.02,2013.09.02,2013,09,13:00,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,0
405,2013.09.01.c,2013.09.01,2013,09,Unknown,USA,Florida,Key West Aquarium,Others,M,0
406,2013.09.01.b,2013.09.01,2013,09,Unknown,BAHAMAS,,,Others,M,0
407,2013.09.01.a,2013.09.01,2013,09,12:00,USA,Florida,"St Augustine Beach, St Johns County",Others,M,0
408,2013.08.31.b,2013.08.31,2013,08,Unknown,BAHAMAS,,Freetown Beach,Fishing,M,0
409,2013.08.31.a,2013.08.31,2013,08,23:00,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,M,0
410,2013.08.29,2013.08.29,2013,08,Unknown,USA,California,Catalina Channel,Swimming,F,0
411,2013.08.26,2013.08.26,2013,08,20:30,FRANCE,Bay of Biscay,,Fishing,M,0
412,2013.08.25.b,2013.08.25,2013,08,17:00,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Others,F,0
413,2013.08.25,2013.08.25,2013,08,15:00,AUSTRALIA,New South Wales,Smiths,Others,M,0
414,2013.08.18,2013.08.18,2013,08,13:00,USA,Hawaii,Pohoiki,Surfing,M,0
415,2013.08.17,2013.08.17,2013,08,12:40,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,F,0
416,2013.08.14,2013.08.14,2013,08,16:30,USA,Hawaii,"Makenat, Maui",Others,F,1
417,2013.08.13,2013.08.13,2013,08,13:55,USA,Hawaii,"Ka'a Point, Maui",Others,F,0
418,2013.08.11,2013.08.11,2013,08,17:30,USA,South Carolina,Folly Beach,Surfing,M,0
419,2013.08.08.R,2013.08.08,2013,08,Unknown,SOUTH AFRICA,,,Others,M,0
420,2013.08.05,2013.08.05,2013,08,15:00,USA,Florida,"Sanibel Island, Lee County",Fishing,M,0
421,2013.07.31,2013.07.31,2013,07,08:45,USA,Hawaii,"Ulua Beach, Maui",Others,F,0
422,2013.07.30,2013.07.30,2013,07,Unknown,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,0
423,2013.07.29.c,2013.07.29,2013,07,16:05,BAHAMAS,Abaco Islands,Scotland Cay,Fishing,M,0
424,2013.07.29.b,2013.07.29,2013,07,11:00,MEXICO,Quintana Roo,,Others,F,0
425,2013.07.29.a,2013.07.29,2013,07,14:10,USA,Hawaii,"White Plains Beach, Oahu",Surfing,M,0
426,2013.07.28.b,2013.07.28,2013,07,16:45,BAHAMAS,Exuma Islands,Compass Cay,Others,M,0
427,2013.07.28.a,2013.07.28,2013,07,11:15,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,0
428,2013.07.22,2013.07.22,2013,07,13:20,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,F,1
429,2013.07.19,2013.07.19,2013,07,14:30,USA,Alabama,"Gulf Shores, Baldwin County",Others,F,0
430,2013.07.17.R,2013.07.17,2013,07,Unknown,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",Swimming,M,0
431,2013.07.15,2013.07.15,2013,07,14:15,REUNION,Saint-Paul,Le cimetière marin,Swimming,F,1
432,2013.07.14,2013.07.14,2013,07,Unknown,DIEGO GARCIA,,,Swimming,M,1
433,2013.07.11,2013.07.11,2013,07,15:20,USA,North Carolina,Holden Beach. Brunswick County,Others,F,0
434,2013.07.09,2013.07.09,2013,07,Unknown,SPAIN,Catalonia,"Sant Marti d’Empuries Beach, L’Escala",Swimming,M,0
435,2013.07.02,2013.07.02,2013,07,Unknown,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,M,0
436,2013.06.30,2013.06.30,2013,06,Unknown,TAIWAN,Taitung,,Fishing,M,0
437,2013.06.27,2013.06.27,2013,06,Unknown,JAMAICA,Kingston Parish,Port Royal,Others,M,1
438,2013.06.25.c,2013.06.25,2013,06,15:30,USA,California,"Pacific State , San Mateo County",Others,M,0
439,2013.06.25.b,2013.06.25,2013,06,Unknown,USA,Florida,"Jacksonville, Duval County",Swimming,M,0
440,2013.06.25.a,2013.06.25,2013,06,12:45,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,M,0
441,2013.06.18,2013.06.18,2013,06,12:50,USA,Hawaii,Kona Coast State Park,Swimming,M,0
442,2013.06.17,2013.06.17,2013,06,14:45,USA,Texas,"Surfside Beach, Brazoria County",Swimming,M,0
443,2013.06.16,2013.06.16,2013,06,Unknown,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,M,0
444,2013.06.15,2013.06.15,2013,06,Unknown,USA,Florida,"Atlantic Beach, Duval County",Surfing,F,0
445,2013.06.14.R,2013.06.14,2013,06,Unknown,USA,South Carolina,"Myrtle Beach, Horry County",Others,F,0
446,2013.06.06.b,2013.06.06,2013,06,Unknown,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing,M,0
447,2013.06.06.a,2013.06.06,2013,06,16:00,AUSTRALIA,New South Wales,Target Beach,Surfing,M,0
448,2013.05.27.b,2013.05.27,2013,05,Unknown,USA,Hawaii,"Halewia, Oahu",Diving,M,0
449,2013.05.27.a,2013.05.27,2013,05,Unknown,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,0
450,2013.05.23.b,2013.05.23,2013,05,Unknown,BRAZIL,Pernambuco,Coral Cove Beach,Others,M,1
451,2013.05.23.a,2013.05.23,2013,05,Unknown,PALESTINIAN TERRITORIES,,Gaza,Fishing,M,0
452,2013.05.14,2013.05.14,2013,05,12:00,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,M,0
453,2013.05.08.b,2013.05.08,2013,05,Unknown,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,M,1
454,2013.05.08.a,2013.05.08,2013,05,08:20,REUNION,Saint-Gilles,Brisant Beach,Others,M,1
455,2013.05.04.a,2013.05.04,2013,05,11:15,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,0
456,2013.04.28,2013.04.28,2013,04,Unknown,AUSTRALIA,New South Wales,Emerald Beach,Fishing,M,0
457,2013.04.24,2013.04.24,2013,04,13:40,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Swimming,F,0
458,2013.04.21,2013.04.21,2013,04,14:00,AUSTRALIA,New South Wales,Crowdy Head,Fishing,M,0
459,2013.04.17,2013.04.17,2013,04,10:30,USA,Florida,"Near Boynton Beach, Palm Beach County",Others,M,0
460,2013.04.14,2013.04.14,2013,04,Unknown,SOUTH AFRICA,Western Cape Province,False Bay,Diving,M,0
461,2013.04.13.b,2013.04.13,2013,04,13:30,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,0
462,2013.04.13.a,2013.04.13,2013,04,Unknown,GUAM,,,Others,M,1
463,2013.04.10,2013.04.10,2013,04,12:00,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Others,M,0
464,2013.04.04,2013.04.04,2013,04,Unknown,USA,Florida,"Jensen Beach, Martin County",Swimming,M,0
465,2013.04.02.R,2013.04.02,2013,04,Unknown,AUSTRALIA,Western Australia,Perth,Others,M,1
466,2013.04.02.a,2013.04.02,2013,04,08:30,USA,Hawaii,Ka’anapali Shores,Surfing,M,0
467,2013.03.31,2013.03.31,2013,03,Unknown,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,M,0
